proxyWallet,step11E_priority,step11E_priority_reason,pattern,uniqueMarketsBoughtYES,targetMarketYESBuyCount,futureMarketYESBuyCount,targetMarketYESNotionalUSDC,futureMarketYESNotionalUSDC,totalYESNotionalUSDC,relevantYESBuyRows,relevantTargetYESBuyRows,relevantFutureYESBuyRows,relevantYESBuyNotionalUSDC,firstRelevantYESBuyUTC,lastRelevantYESBuyUTC,earliestYESBuyUTC,latestYESBuyUTC,names,pseudonyms
0xc21ea96be762bb55041529af6e386e7c53b80215,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,999.0,0.0,999.0,1,1,0,999.0,2026-06-17T22:09:37+00:00,2026-06-17T22:09:37+00:00,2026-06-17T22:09:37+00:00,2026-06-17T22:09:37+00:00,JustCrazy,Low-Futon
0x2fa801da750904fc348ccb9315a0b892377d4359,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,7,5,20,320.7789,226.66939,547.44829,24,5,19,547.41739,2026-06-16T11:02:45+00:00,2026-06-18T00:28:05+00:00,2026-05-08T23:54:24+00:00,2026-06-18T00:28:05+00:00,g4z3ll3,Bare-Stag
0xa1b2fd05bfd26b1b5ebfa39959ea7e6dc93140ca,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,528.471,0.0,528.471,1,1,0,528.471,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,-human-,Bitter-Windshield
0xb8a47d387beb9ec7fd4baaec05396e9677cea13b,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,6,3,19,246.96279,267.10905,514.07184,22,3,19,514.0718400000001,2026-06-17T07:53:02+00:00,2026-06-17T23:03:16+00:00,2026-06-17T07:53:02+00:00,2026-06-17T23:03:16+00:00,Slothtrop,Failing-Wedding
0x381b9294c1b95b61d018ff56312fbcc4897c4d74,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,299.84985,0.0,299.84985,1,1,0,299.84985,2026-06-17T23:50:02+00:00,2026-06-17T23:50:02+00:00,2026-06-17T23:50:02+00:00,2026-06-17T23:50:02+00:00,hansama231,Heavy-Elevator-Surgery
0x648bad7080caa1a9931b2774b20e87eca75900ba,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,2,1,7,10.98,236.723839,247.703839,8,1,7,247.703839,2026-06-17T17:50:26+00:00,2026-06-18T00:23:58+00:00,2026-06-17T17:50:26+00:00,2026-06-18T00:23:58+00:00,Ox648bAD7080caA1a9931B2774B20e87ECa75900ba,Wooden-Cinema
0xcd33bf06b0931d91899f9e7914e6d1e57b83cf51,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,113.19669,0.0,113.19669,1,1,0,113.19669,2026-06-17T23:53:46+00:00,2026-06-17T23:53:46+00:00,2026-06-17T23:53:46+00:00,2026-06-17T23:53:46+00:00,meowmers,Visible-Ornament
0xe90fe094286107ab146138930fb878869702131e,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,2,6,2,82.885032,2.33,85.215032,6,6,0,82.885032,2026-06-17T23:50:11+00:00,2026-06-17T23:51:04+00:00,2026-05-08T23:22:15+00:00,2026-06-17T23:51:04+00:00,G9vQK5Gcyx,Utter-Orient
0xed71bd667e3275a72040467827507385c94597c4,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,7,0,78.40152,0.0,78.40152,7,7,0,78.40151999999999,2026-06-17T22:25:11+00:00,2026-06-18T00:25:40+00:00,2026-06-17T22:25:11+00:00,2026-06-18T00:25:40+00:00,,
0xb883a22a0fa91439c4ca14d726fc571745108c7d,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,51.896,0.0,51.896,1,1,0,51.896,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,Radiant-Controller,
0xdb7182c004755d4ffb180ccb48414fa23a914a20,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,49.95,0.0,49.95,1,1,0,49.95,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,2026-06-17T23:01:34+00:00,0xd172a0f,Glossy-Incarnation
0xdbc45db6ba0618e6182109854e8d19a77b4f4347,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,2,6,5,40.248711,9.1,49.348711,6,6,0,40.248711,2026-06-17T23:50:08+00:00,2026-06-17T23:50:58+00:00,2026-05-08T23:22:06+00:00,2026-06-17T23:50:58+00:00,pollybott,Troubled-Lining
0x54498e4c40b17261479aeaeeddf9cc37bd46992b,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,3,6,9,7.498494,14.499994,21.998488,9,6,3,14.998488,2026-06-17T12:47:41+00:00,2026-06-17T23:50:59+00:00,2026-05-08T23:22:06+00:00,2026-06-17T23:50:59+00:00,,
0x122cdd9db64fd8dc3ebab813218e3effe21f821f,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,19.98,0.0,19.98,1,1,0,19.98,2026-06-17T23:52:34+00:00,2026-06-17T23:52:34+00:00,2026-06-17T23:52:34+00:00,2026-06-17T23:52:34+00:00,okcoolstorybro,Motionless-Commonsense
0x4da9074e692d616114e5fc4ca0a78e7551443f5d,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,3,0,14.999989,0.0,14.999989,3,3,0,14.999989,2026-06-17T23:45:32+00:00,2026-06-17T23:50:58+00:00,2026-06-17T23:45:32+00:00,2026-06-17T23:50:58+00:00,,
0xd49d7b8c89a7ac72b0d6e84f0690e423637fc12b,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,3,0,11.459994,0.0,11.459994,3,3,0,11.459994,2026-06-18T00:24:23+00:00,2026-06-18T00:24:31+00:00,2026-06-18T00:24:23+00:00,2026-06-18T00:24:31+00:00,tigerdude,Strict-Geek
0x65649fc779c66dec9d2bb48edea367b06b6f47ce,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,9.999998,0.0,9.999998,1,1,0,9.999998,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,q27n8hk3rnkr,Oblong-Essential
0x06cb73531a43553e31a8ad031026d4b33f1af47f,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,2,0,9.898092,0.0,9.898092,2,2,0,9.898092,2026-06-17T23:50:38+00:00,2026-06-17T23:51:08+00:00,2026-06-17T23:50:38+00:00,2026-06-17T23:51:08+00:00,,
0xc70b6162e112e411986948a24b1bc259068fd2f2,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,4.995,0.0,4.995,1,1,0,4.995,2026-06-17T23:50:04+00:00,2026-06-17T23:50:04+00:00,2026-06-17T23:50:04+00:00,2026-06-17T23:50:04+00:00,hieux04,Unlawful-Simvastatin-Collagen
0x0bc5aef547761739846f779f391747a9f9ec8b88,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,2,0,2.129957,0.0,2.129957,2,2,0,2.129957,2026-06-17T21:21:20+00:00,2026-06-18T00:18:55+00:00,2026-06-17T21:21:20+00:00,2026-06-18T00:18:55+00:00,anhhtvaxl4wm,Blue-Nibble-Borrower
0xbeae9360957c3af4977972260bbb4539762ff5c0,1,target-market YES buyer,BOUGHT_TARGET_AND_FUTURE_MARKETS,2,1,1,0.999999,0.999999,1.999998,2,1,1,1.999998,2026-06-17T07:59:40+00:00,2026-06-18T00:21:22+00:00,2026-06-17T07:59:40+00:00,2026-06-18T00:21:22+00:00,,
0x3746d575f37f1208fd3e6d891bd5ec1a3214ffa1,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,1.549998,0.0,1.549998,1,1,0,1.549998,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,2026-06-17T23:38:32+00:00,i73ywwrz0afw,Graceful-Trunk
0xfeb62967b03452ab34a1d4cba0c8207037655f3a,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,1.499998,0.0,1.499998,1,1,0,1.4999980000000002,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,2026-06-17T23:45:31+00:00,,
0x6966d2f3a2e0727b0eaa180ba5b33dc645e053ed,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,0.999999,0.0,0.999999,1,1,0,0.999999,2026-06-18T00:21:22+00:00,2026-06-18T00:21:22+00:00,2026-06-18T00:21:22+00:00,2026-06-18T00:21:22+00:00,,
0xbb4d7631ef55f069f28b5441c500f035deaed388,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,0.999999,0.0,0.999999,1,1,0,0.999999,2026-06-17T23:40:01+00:00,2026-06-17T23:40:01+00:00,2026-06-17T23:40:01+00:00,2026-06-17T23:40:01+00:00,kimmy92,Palatable-Place
0xfa37e3a6b6a937d4dafcfabab4a415841a5eed37,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,0.999999,0.0,0.999999,1,1,0,0.999999,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,,
0x3da75ea5afc87759de410bae48c7ee2d34c302e1,1,target-market YES buyer,BOUGHT_TARGET_MARKET_ONLY,1,1,0,0.999999,0.0,0.999999,1,1,0,0.999999,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,2026-06-17T21:21:22+00:00,,
0xfc007e15e0da73525fd0d8e8e425df14a0820be0,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,43,0.0,97185.45726,97185.45726,43,0,43,97185.45726,2026-06-17T08:27:32+00:00,2026-06-17T10:55:26+00:00,2026-06-17T08:27:32+00:00,2026-06-17T10:55:26+00:00,germantony123,Sick-Approval-Newsletter
0x9ef582748baf671ee716075658b870ae747c5d4f,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,18,0.0,93266.64,93266.64,18,0,18,93266.63999999998,2026-06-17T08:35:50+00:00,2026-06-17T15:13:17+00:00,2026-06-17T08:35:50+00:00,2026-06-17T15:13:17+00:00,ULYSSES18,Meaty-Place
0xd5ccdf772f795547e299de57f47966e24de8dea4,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,83689.86363,83689.86363,1,0,1,83689.86362999999,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,tsybka,Terrific-Battleship
0x6ede3d5fa80c7035e151229d3ce8f303950f97a2,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,18,0.0,82048.12743,82048.12743,18,0,18,82048.12743,2026-06-15T23:34:00+00:00,2026-06-16T15:08:38+00:00,2026-06-15T23:34:00+00:00,2026-06-16T15:08:38+00:00,0x6EDe3D5Fa80c7035e151229d3CE8f303950f97a2-1777795772014,Bite-Sized-Princess
0x95074f700f93bdf6e62fc965e0832064c0877b04,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,25,0.0,76553.11384,76553.11384,25,0,25,76553.11384,2026-06-15T18:26:49+00:00,2026-06-16T16:50:14+00:00,2026-06-15T18:26:49+00:00,2026-06-16T16:50:14+00:00,95074f700f93bdf6e62fc965e0832064c0877b04,Compassionate-Kneejerk
0x1dd46abe1feff9501b1a335b67baf0b2bbfda4ad,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,5,0.0,74774.993353,74774.993353,5,0,5,74774.993353,2026-06-17T18:43:55+00:00,2026-06-17T18:50:16+00:00,2026-06-17T18:43:55+00:00,2026-06-17T18:50:16+00:00,thebluegem,Yearly-Void
0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,10,0.0,58828.01038,58828.01038,10,0,10,58828.01038,2026-06-17T07:58:19+00:00,2026-06-17T17:28:02+00:00,2026-06-17T07:58:19+00:00,2026-06-17T17:28:02+00:00,033033033,Shocked-Anagram
0x47ab026767cc320ac6e62f6ec747d59cf4d795df,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,4,0,28,0.0,56329.276956,56329.276956,28,0,28,56329.276956,2026-06-15T20:06:19+00:00,2026-06-17T19:15:59+00:00,2026-06-15T20:06:19+00:00,2026-06-17T19:15:59+00:00,bosshog,Forsaken-Outhouse
0x99bd7971cc56bbf3886bec226ddbf61752993d62,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,45,0.0,55587.82156,55587.82156,45,0,45,55587.821560000004,2026-06-17T08:27:35+00:00,2026-06-17T19:25:38+00:00,2026-06-17T08:27:35+00:00,2026-06-17T19:25:38+00:00,Anonsii,Pastel-Doorbell
0x6049761986af66cd8e78997c940766bd69c7f14f,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,27,0.0,55226.43828,55226.43828,27,0,27,55226.43828,2026-06-17T16:23:43+00:00,2026-06-17T16:35:58+00:00,2026-06-17T16:23:43+00:00,2026-06-17T16:35:58+00:00,shcc,Wet-Trim
0xdd0a22a520624502c92c8b5138ad70669ca2c642,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,48179.08782,48179.08782,1,0,1,48179.08782,2026-06-17T18:56:58+00:00,2026-06-17T18:56:58+00:00,2026-06-17T18:56:58+00:00,2026-06-17T18:56:58+00:00,FedFan,Worrisome-God
0xfcbe0acc4eb7e57831eb405f9dd97d1f149a60bc,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,11,0.0,39960.0,39960.0,11,0,11,39960.0,2026-06-17T15:37:19+00:00,2026-06-17T16:35:58+00:00,2026-06-17T15:37:19+00:00,2026-06-17T16:35:58+00:00,niqqaping,Plush-Owl
0x48185887c8dc95de60ee89722f1d0ee7894cbf0b,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,23,0.0,36753.7095,36753.7095,23,0,23,36753.7095,2026-06-17T03:09:01+00:00,2026-06-17T07:50:49+00:00,2026-06-17T03:09:01+00:00,2026-06-17T07:50:49+00:00,Liquidifier,Empty-Addiction
0x33ab58e55895f39619815d31dfc92d90d65f9523,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,11,0.0,34965.0,34965.0,11,0,11,34965.0,2026-06-17T16:34:08+00:00,2026-06-18T00:28:10+00:00,2026-06-17T16:34:08+00:00,2026-06-18T00:28:10+00:00,matchamission,Insecure-Catalyst
0x828d1dc3586d7aacbc8de4916685690b1453c9a5,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,8,0.0,31968.0,31968.0,8,0,8,31968.0,2026-06-17T15:45:56+00:00,2026-06-17T15:58:47+00:00,2026-06-17T15:45:56+00:00,2026-06-17T15:58:47+00:00,kobie3,Blue-Bagpipe
0x9ad091ca2e8f1bd69f27662edcb49dceeaa5bf3d,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,6,0,73,0.0,31877.913058,31877.913058,57,0,57,31785.524557,2026-06-16T02:41:03+00:00,2026-06-17T07:59:29+00:00,2026-04-24T14:24:08+00:00,2026-06-17T07:59:29+00:00,PaddyAlpha,Kaleidoscopic-Hemisphere
0x4a1a27c4af018a874e97e551410953cb29e70208,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,5,0.0,30117.61224,30117.61224,5,0,5,30117.612240000002,2026-06-17T15:11:52+00:00,2026-06-17T15:31:58+00:00,2026-06-17T15:11:52+00:00,2026-06-17T15:31:58+00:00,,
0xde7be6d489bce070a959e0cb813128ae659b5f4b,2,future-only YES buyer with at least 25k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,9,0.0,28479.73666,28479.73666,8,0,8,28384.09804,2026-06-17T18:17:46+00:00,2026-06-17T18:33:47+00:00,2026-05-09T00:25:08+00:00,2026-06-17T18:33:47+00:00,wan123,True-Grandparent
0x17ec5f15430ef9c396556c421f7b549b78c031b1,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,24819.84084,24819.84084,1,0,1,24819.84084,2026-06-17T01:01:35+00:00,2026-06-17T01:01:35+00:00,2026-06-17T01:01:35+00:00,2026-06-17T01:01:35+00:00,w271,Animated-Clue
0x847667d84fc4d81db36689c4f4c5845c8d125418,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,22110.89,22110.89,1,0,1,22110.89,2026-06-17T07:56:41+00:00,2026-06-17T07:56:41+00:00,2026-06-17T07:56:41+00:00,2026-06-17T07:56:41+00:00,DonationsReceiver,Feminine-Crusader
0xa91edabae0eae478c830a6d5dfd3acc0571709e0,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,67,0.0,21197.309472,21197.309472,67,0,67,21197.309472,2026-06-16T10:48:37+00:00,2026-06-16T23:36:19+00:00,2026-06-16T10:48:37+00:00,2026-06-16T23:36:19+00:00,enri.hl,Tough-Conscience
0xd52b8dcb4b812c4056faf41164a6f6c73f4c5c72,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,3,0.0,19940.02999,19940.02999,3,0,3,19940.029990000003,2026-06-17T02:21:27+00:00,2026-06-17T18:50:43+00:00,2026-06-17T02:21:27+00:00,2026-06-17T18:50:43+00:00,TBill1,Natural-Gear
0x8c2f71eb241d65b3806239501f1a501af2fe1a88,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,18778.45148,18778.45148,2,0,2,18778.45148,2026-06-17T18:46:32+00:00,2026-06-17T18:50:38+00:00,2026-06-17T18:46:32+00:00,2026-06-17T18:50:38+00:00,basedd,Cavernous-Zipper
0xbad26fe5458e6219cec3e40272760e275e835296,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,4,0,12,0.0,17176.69169,17176.69169,9,0,9,17122.80669,2026-06-17T01:32:16+00:00,2026-06-17T17:40:26+00:00,2026-06-01T00:05:59+00:00,2026-06-17T17:40:26+00:00,cocococococo,Lean-Attraction
0xc294089cb84fea08126227c7626ee9408fd84798,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,17,0.0,16565.50586,16565.50586,17,0,17,16565.50586,2026-06-15T19:01:58+00:00,2026-06-15T21:56:55+00:00,2026-06-15T19:01:58+00:00,2026-06-15T21:56:55+00:00,QuadrupleDouble,Innocent-Shallows
0x0c0e270cf879583d6a0142fc817e05b768d0434e,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,15653.66769,15653.66769,1,0,1,15653.66769,2026-06-16T17:14:55+00:00,2026-06-16T17:14:55+00:00,2026-06-16T17:14:55+00:00,2026-06-16T17:14:55+00:00,The Spirit of Ukraine>UMA,Impassioned-Watch
0xb2e06ace9893458a23b05ad396be3ad3fced936a,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,15,0.0,14985.0,14985.0,15,0,15,14985.0,2026-06-17T13:31:05+00:00,2026-06-17T14:32:32+00:00,2026-06-17T13:31:05+00:00,2026-06-17T14:32:32+00:00,HadDream,Fruitful-Presume
0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,6,0.0,13380.764361,13380.764361,5,0,5,13345.764361,2026-06-15T20:06:19+00:00,2026-06-16T00:45:01+00:00,2026-05-23T04:03:57+00:00,2026-06-16T00:45:01+00:00,ArmageddonRewardsBilly,Hideous-Racer
0x4aba0523aa3a023d18dc6eebcdb483e79e0b9e7c,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,8,0.0,11358.910149,11358.910149,8,0,8,11358.910149,2026-06-17T11:09:10+00:00,2026-06-17T18:23:32+00:00,2026-06-17T11:09:10+00:00,2026-06-17T18:23:32+00:00,loser124,Unlined-Haversack
0x448861155279dbf833d041b963e3ac854599e319,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,16,0.0,10259.93337,10259.93337,16,0,16,10259.93337,2026-06-16T12:28:19+00:00,2026-06-17T18:13:23+00:00,2026-06-16T12:28:19+00:00,2026-06-17T18:13:23+00:00,Flipadelphia,
0xbd81954a4ebce3a843feb3fc6ebf439cf1c6006d,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,10169.82,10169.82,1,0,1,10169.82,2026-06-17T19:44:04+00:00,2026-06-17T19:44:04+00:00,2026-06-17T19:44:04+00:00,2026-06-17T19:44:04+00:00,2Sherlock,Forceful-Bargain
0x8f41129e43ebfbfe6075d0804f3b2bb763b3260e,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,18,0.0,10067.396165,10067.396165,18,0,18,10067.396165,2026-06-16T11:42:03+00:00,2026-06-17T18:37:34+00:00,2026-06-16T11:42:03+00:00,2026-06-17T18:37:34+00:00,300PS,Sparse-Celsius
0x60a92c8620846d81f5ea17b0564e0d4b7c545a71,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,9999.99992,9999.99992,1,0,1,9999.99992,2026-06-17T18:40:32+00:00,2026-06-17T18:40:32+00:00,2026-06-17T18:40:32+00:00,2026-06-17T18:40:32+00:00,paddaa,Fearful-Congress
0x4c2966a198cd7ac982110d0219b037afa9997570,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,9990.0,9990.0,1,0,1,9990.0,2026-06-17T17:17:49+00:00,2026-06-17T17:17:49+00:00,2026-06-17T17:17:49+00:00,2026-06-17T17:17:49+00:00,,
0xd25b8718f61fb64a754356ad8cf16b5579f59f3d,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,9990.0,9990.0,1,0,1,9990.0,2026-06-17T16:42:43+00:00,2026-06-17T16:42:43+00:00,2026-06-17T16:42:43+00:00,2026-06-17T16:42:43+00:00,OraculumNobius,Sudden-Snowstorm
0xc02147dee42356b7a4edbb1c35ac4ffa95f61fa8,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,10,0.0,9990.0,9990.0,10,0,10,9990.0,2026-06-17T13:50:43+00:00,2026-06-17T23:00:31+00:00,2026-06-17T13:50:43+00:00,2026-06-17T23:00:31+00:00,Eatpraylove,
0x45bc74efa620b45c02308acaecdff1f7c06f978b,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,9970.0,9970.0,1,0,1,9970.0,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,poorersob,Crooked-Tabernacle
0x2c093796d15562444d81d68142b6f0b9fb73a2e7,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,8,0.0,9830.16,9830.16,8,0,8,9830.16,2026-06-17T08:52:38+00:00,2026-06-17T08:56:05+00:00,2026-06-17T08:52:38+00:00,2026-06-17T08:56:05+00:00,tuho,Boring-Stitch
0x0f0c11f59a586fb452f7fbd402d04ee8aaf4fb96,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,2,0.0,9516.74373,9516.74373,2,0,2,9516.743730000002,2026-06-17T14:49:49+00:00,2026-06-17T14:49:58+00:00,2026-06-17T14:49:49+00:00,2026-06-17T14:49:58+00:00,Mythrust,Dismal-Coliseum
0x7f6df986b69769665b41335c42d34caa154035ae,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,9190.8,9190.8,1,0,1,9190.8,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,opolon,Well-To-Do-Cameo
0xa4b366ad22fc0d06f1e934ff468e8922431a87b8,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,2,0,2,0.0,8535.41604,8535.41604,2,0,2,8535.41604,2026-06-17T15:09:29+00:00,2026-06-17T15:09:35+00:00,2026-06-17T15:09:29+00:00,2026-06-17T15:09:35+00:00,HolyMoses7,Queasy-Cougar
0xa8c63f775ddbbe66b56614191747def3021444e8,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,11,0.0,7998.493386,7998.493386,11,0,11,7998.493386,2026-06-15T18:27:22+00:00,2026-06-17T07:56:41+00:00,2026-06-15T18:27:22+00:00,2026-06-17T07:56:41+00:00,Tenebrus7,Natural-Vacation
0x91aab8d0ae5c7dde7d9ea7ca49aeb985e09819b8,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,6993.94408,6993.94408,2,0,2,6993.94408,2026-06-17T18:30:31+00:00,2026-06-17T18:31:23+00:00,2026-06-17T18:30:31+00:00,2026-06-17T18:31:23+00:00,0x4tngfdi43gjdgvji,Inferior-Fry
0xc757850237e266d3b08d16b8455777a88590ccfc,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,6678.25095,6678.25095,1,0,1,6678.250950000001,2026-06-16T11:07:52+00:00,2026-06-16T11:07:52+00:00,2026-06-16T11:07:52+00:00,2026-06-16T11:07:52+00:00,tianjiyuyunzhilu,Thin-Tiara
0xf0ed9e68e6cd3ee712260abeaec32de56a7d47d8,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,5995.94408,5995.94408,1,0,1,5995.94408,2026-06-17T18:39:50+00:00,2026-06-17T18:39:50+00:00,2026-06-17T18:39:50+00:00,2026-06-17T18:39:50+00:00,LinaBell,Uniform-Botany
0xb528a976ca7d476602f8040c3d1a49e5145a5039,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,5971.999998,5971.999998,1,0,1,5971.999998,2026-06-17T17:14:04+00:00,2026-06-17T17:14:04+00:00,2026-06-17T17:14:04+00:00,2026-06-17T17:14:04+00:00,HelloKitty333,Majestic-Motion
